NU,AB,MCTS,A0G1,A0G2

25.0,25.0,25.0,25.0
33.69252787908155,15.146775280054452,28.075982545601786,21.65967380676139
25.376782235764473,23.49738947173394,21.15481343612985,29.21977980470756
26.34570318126179,20.209424497770055,26.71934906540235,25.707521130234113
24.750511422251034,23.08953791956227,23.308294254281165,28.233834538859263
25.509826728476654,22.948402005630328,25.789845294762312,24.807628792666566
24.724699831495514,24.06389161263884,23.822520272110108,26.58362471137242
25.229456882183804,23.7409616779958,25.459425783305935,24.660331842938543
23.881861022132135,24.434146984250845,24.935740641463195,25.96376349184674
24.41675304680069,24.122305095464988,25.995870668848884,24.63325310352396
24.152188914185462,24.560974863101375,24.823667048349222,25.651321558820467
24.542013866216713,24.294746854260037,25.696822554204825,24.630114304669384
24.30733422259068,24.632270394539333,24.769898667348023,25.466144488107247
24.30733422259068,24.632270394539336,24.769898667348023,25.466144488107247
27.375047321054783,22.231887103345528,32.67712269321909,15.807881504009671
23.592015916262405,29.608454007100306,21.748136837071726,23.45942563261851
